Close,Date
2666.94,2018-04-26
2639.4,2018-04-25
2634.56,2018-04-24
2670.29,2018-04-23
2670.14,2018-04-20
2693.13,2018-04-19
2708.64,2018-04-18
2706.39,2018-04-17
2677.84,2018-04-16
2656.3,2018-04-13
2663.99,2018-04-12
2642.19,2018-04-11
2656.87,2018-04-10
2613.16,2018-04-09
2604.47,2018-04-06
2662.84,2018-04-05
2644.69,2018-04-04
2614.45,2018-04-03
2581.88,2018-04-02
2640.87,2018-03-29
2605.0,2018-03-28
2612.62,2018-03-27
2658.55,2018-03-26
2588.26,2018-03-23
2643.69,2018-03-22
2711.93,2018-03-21
2716.94,2018-03-20
2712.92,2018-03-19
2752.01,2018-03-16
2747.33,2018-03-15
2749.48,2018-03-14
2765.31,2018-03-13
2783.02,2018-03-12
2786.57,2018-03-09
2738.97,2018-03-08
2726.8,2018-03-07
2728.12,2018-03-06
2720.94,2018-03-05
2691.25,2018-03-02
2677.67,2018-03-01
2713.83,2018-02-28
2744.28,2018-02-27
2779.6,2018-02-26
2747.3,2018-02-23
2703.96,2018-02-22
2701.33,2018-02-21
2716.26,2018-02-20
2732.22,2018-02-16
2731.2,2018-02-15
2698.63,2018-02-14
2662.94,2018-02-13
2656.0,2018-02-12
2619.55,2018-02-09
2581.0,2018-02-08
2681.66,2018-02-07
2695.14,2018-02-06
2648.94,2018-02-05
2762.13,2018-02-02
2821.98,2018-02-01
2823.81,2018-01-31
2822.43,2018-01-30
2853.53,2018-01-29
2872.87,2018-01-26
2839.25,2018-01-25
2837.54,2018-01-24
2839.13,2018-01-23
2832.97,2018-01-22
2810.3,2018-01-19
2798.03,2018-01-18
2802.56,2018-01-17
2776.42,2018-01-16
2786.24,2018-01-12
2767.56,2018-01-11
2748.23,2018-01-10
2751.29,2018-01-09
2747.71,2018-01-08
2743.15,2018-01-05
2723.99,2018-01-04
2713.06,2018-01-03
2695.81,2018-01-02
2673.61,2017-12-29
2687.54,2017-12-28
2682.62,2017-12-27
2680.5,2017-12-26
2683.34,2017-12-22
2684.57,2017-12-21
2679.25,2017-12-20
2681.47,2017-12-19
2690.16,2017-12-18
2675.81,2017-12-15
2652.01,2017-12-14
2662.85,2017-12-13
2664.11,2017-12-12
2659.99,2017-12-11
